source,target
20540423,157872281
20540423,158509158
20540423,159091171
20540423,159742552
20540423,159967870
20540423,160259470
20540423,160441417
20540423,160786888
20540423,161188728
20540423,162337673
20540423,163165086
20540423,163232659
20540423,163662050
20540423,164083339
20540423,166173803
20540423,168369036
20540423,168461210
20540423,168760256
20540423,169090580
20540423,171362156
20540423,171673867
20540423,171674556
20540423,172532390
20540423,172826791
20540423,173906067
20540423,176361692
20540423,176604734
20540423,177382406
20540423,179348962
20540423,180111129
20540423,181929159
20540423,182194644
20540423,182461293
20540423,183198906
20540423,187903309
20540423,190373178
20540423,191582319
20540423,192519142
20540423,192619882
20540423,194136537
20540423,194241018
20540423,196126477
20540423,196171022
20540423,199215675
20540423,199501022
20540423,201828661
20540423,202040532
20540423,203614980
20540423,206146181
20540423,208351108
20540423,208996082
20540423,211079953
20540423,212265077
20540423,213676535
20540423,214567517
20540423,215629382
20540423,217299936
20540423,217707549
20540423,217958214
20540423,219886595
20540423,221241488
20540423,222640576
20540423,223977420
20540423,224193034
20540423,225133246
20540423,226929534
20540423,226957402
20540423,227140971
20540423,227499079
20540423,229116421
20540423,232803575
20540423,232987908
20540423,234896967
20540423,235009781
20540423,235516162
20540423,239046675
20540423,245900256
20540423,250405866
20540423,252460660
20540423,252604517
20540423,253520577
20540423,254724428
20540423,254728972
20540423,258177031
20540423,258638848
20540423,266193390
20540423,267361569
20540423,268837780
20540423,272903714
20540423,274157101
20540423,274673789
20540423,277865275
20540423,278958550
20540423,284348983
20540423,292285685
20540423,294444332
20540423,295926390
20540423,298412545
20540423,300304667
20540423,302933682
20540423,304790950
20540423,305166747
20540423,306189363
20540423,309271042
20540423,313838805
20540423,317098506
20540423,317321412
20540423,318339593
20540423,319268312
20540423,319798043
20540423,320904822
20540423,322473938
20540423,322993270
20540423,324531735
20540423,326412644
20540423,326476038
20540423,329197503
20540423,329277576
20540423,340005485
20540423,341302162
20540423,342892092
20540423,344971281
20540423,346344643
20540423,346847156
20540423,348367621
20540423,348406504
20540423,349703304
20540423,350171230
20540423,350546860
20540423,350639047
20540423,352084132
20540423,354716691
20540423,357136575
20540423,365985232
20540423,375166747
20540423,382033163
20540423,384576866
20540423,391152487
20540423,395487763
20540423,400121176
20540423,400771483
20540423,403770860
20540423,405640764
20540423,406159107
20540423,408395130
20540423,409032684
20540423,416961021
20540423,417563631
20540423,421475648
20540423,426008320
20540423,432459963
20540423,434155652
20540423,436450340
20540423,438367903
20540423,444885677
20540423,457977769
20540423,458173854
20540423,468171502
20540423,479000504
20540423,487340899
20540423,491423084
20540423,492491433
20540423,493859693
20540423,495334769
20540423,497014634
20540423,499451938
20540423,500932490
20540423,503719392
20540423,509274787
20540423,511348864
20540423,511993437
20540423,514557405
20540423,521539317
20540423,526400148
20540423,538736273
20540423,543694515
20540423,544476251
20540423,550778591
20540423,555217419
20540423,559696660
20540423,560062082
20540423,561106653
20540423,587504973
20540423,594210951
20540423,614886568
20540423,630046899
20540423,659661724
20540423,695474942
20540423,698075108
20540423,798791582
52385601,1169306
52385601,1248824
52385601,1303564
52385601,1553251
52385601,1849215
52385601,2012264
52385601,2921688
52385601,3448502
52385601,3530771
52385601,3647422
52385601,4018532
52385601,4683777
52385601,5719506
52385601,5779454
52385601,6085133
52385601,8580300
52385601,8715066
52385601,8885380
52385601,10022621
52385601,10070083
52385601,11305239
52385601,12664508
52385601,12845218
52385601,13124909
52385601,15909646
52385601,16090442
52385601,16614067
52385601,17276542
52385601,17604836
52385601,18004598
52385601,18563487
52385601,19941503
52385601,21598151
52385601,23142215
52385601,23681673
52385601,25472313
52385601,25720097
52385601,27896719
52385601,27976485
52385601,29583278
52385601,29663333
52385601,32884238
52385601,33767289
52385601,35098046
52385601,37298139
52385601,37371728
52385601,37589902
52385601,37772013
52385601,38768835
52385601,38865297
52385601,39052088
52385601,41113668
52385601,41384820
52385601,43910934
52385601,45101349
52385601,45105361
52385601,48416514
52385601,50258140
52385601,51255744
52385601,51850877
52385601,52628641
52385601,53794057
52385601,54097936
52385601,58362774
52385601,58941143
52385601,60892901
52385601,60960572
52385601,61701691
52385601,63338025
52385601,63342146
52385601,65435507
52385601,65798178
52385601,66332610
52385601,66763055
52385601,66829259
52385601,68400440
52385601,68668548
52385601,71881138
52385601,72698360
52385601,75807081
52385601,76853660
52385601,82609524
52385601,84007851
52385601,85670182
52385601,86528799
52385601,86718030
52385601,87070125
52385601,87293296
52385601,88385079
52385601,88505927
52385601,89021723
52385601,90532224
52385601,90621493
52385601,90892612
52385601,91318996
52385601,92568073
52385601,92632041
52385601,94251577
52385601,94685149
52385601,94837855
52385601,94865743
52385601,96288038
52385601,97014065
52385601,97083186
52385601,97134381
52385601,97165737
52385601,97511995
52385601,97522793
52385601,98312364
52385601,99666137
52385601,100934863
52385601,102500253
52385601,102821598
52385601,103513443
52385601,104273949
52385601,104375651
52385601,105408048
52385601,106748613
52385601,107322196
52385601,109472488
52385601,109563788
52385601,109764631
52385601,110515362
52385601,111426666
52385601,111453686
52385601,113591383
52385601,113911660
52385601,116087352
52385601,117484120
52385601,117994925
52385601,118987683
52385601,119472718
52385601,120299815
52385601,120413486
52385601,120492787
52385601,122591349
52385601,122744903
52385601,122844506
52385601,125125883
52385601,126252582
52385601,126513954
52385601,127888347
52385601,129811625
52385601,130488761
52385601,131078321
52385601,132110475
52385601,133598140
52385601,133723822
52385601,134052608
52385601,134139651
52385601,134375488
52385601,134686919
52385601,135903595
52385601,136091383
52385601,136889713
52385601,136905974
52385601,137713692
52385601,139350243
52385601,140011900
52385601,142003488
52385601,142434132
52385601,142823471
52385601,142852531
52385601,142882061
52385601,142906914
52385601,142990097
52385601,143188174
52385601,143848719
52385601,144310841
52385601,144561558
52385601,145060422
52385601,145079623
52385601,145543164
52385601,145551845
52385601,145707827
52385601,146390018
52385601,146618782
52385601,146696051
52385601,147333148
52385601,147526037
52385601,147742626
52385601,150337694
52385601,151044152
52385601,151253806
52385601,151628777
52385601,151713218
52385601,151834204
52385601,151852054
52385601,152701500
52385601,152880905
52385601,153016929
52385601,153395740
52385601,153777034
52385601,154066446
52385601,155512609
52385601,156466667
52385601,158059063
52385601,158461227
52385601,158974247
52385601,159048475
52385601,159332287
52385601,159808027
52385601,160486346
52385601,160911905
52385601,160959629
52385601,161217426
52385601,161224084
52385601,161231427
52385601,161526959
52385601,161784345
52385601,162334011
52385601,162559089
52385601,163669430
52385601,164175389
52385601,166622291
52385601,167247151
52385601,167602004
52385601,167853889
52385601,167857775
52385601,168465309
52385601,168802366
52385601,168806108
52385601,169016052
52385601,169472095
52385601,169987102
52385601,170434342
52385601,170683785
52385601,170852351
52385601,172249196
52385601,172294580
52385601,172993369
52385601,173283739
52385601,173723345
52385601,174050087
52385601,174147552
52385601,176022714
52385601,176239628
52385601,177117407
52385601,177350690
52385601,177453621
52385601,177491862
52385601,178529333
52385601,178808951
52385601,179235811
52385601,182791585
52385601,183177984
52385601,183431482
52385601,183611450
52385601,185808628
52385601,186010152
52385601,187443594
52385601,188628808
52385601,189508734
52385601,189609851
52385601,189614666
52385601,190723421
52385601,190793330
52385601,191280605
52385601,191467900
52385601,192516913
52385601,193014429
52385601,194342088
52385601,194478075
52385601,194975813
52385601,195071280
52385601,195380861
52385601,196125390
52385601,196441329
52385601,196828810
52385601,196897185
52385601,199157818
52385601,199162007
52385601,199177218
52385601,199359467
52385601,199615969
52385601,199848533
52385601,199882557
52385601,200487448
52385601,200491848
52385601,200965569
52385601,201324726
52385601,202621197
52385601,204377329
52385601,205071207
52385601,205521957
52385601,205654476
52385601,207078779
52385601,208207154
52385601,208490220
52385601,210265746
52385601,211338815
52385601,211752607
52385601,212260341
52385601,212978202
52385601,215021259
52385601,215485898
52385601,216177798
52385601,216621017
52385601,217015735
52385601,217382903
52385601,217589030
52385601,219555484
52385601,220060300
52385601,221011664
52385601,221577322
52385601,222757985
52385601,223093420
52385601,223232771
52385601,225305610
52385601,225557556
52385601,226738899
52385601,226957402
52385601,227443292
52385601,227914348
52385601,228832664
52385601,230465844
52385601,232178016
52385601,232895942
52385601,235828341
52385601,235943652
52385601,236171501
52385601,237203829
52385601,237778139
52385601,240111311
52385601,242316418
52385601,242695555
52385601,242752222
52385601,243561311
52385601,244248478
52385601,246160180
52385601,246208982
52385601,247564438
52385601,250403707
52385601,252494697
52385601,252739195
52385601,254043366
52385601,256646968
52385601,257743415
52385601,260241811
52385601,260636708
52385601,260729112
52385601,264004032
52385601,266225246
52385601,266459235
52385601,266875836
52385601,267594265
52385601,267870076
52385601,268312391
52385601,268366044
52385601,270820437
52385601,271074337
52385601,271463020
52385601,273892418
52385601,274566289
52385601,275951803
52385601,276895712
52385601,277192934
52385601,278419480
52385601,282512004
52385601,287680419
52385601,290110305
52385601,292254760
52385601,294983894
52385601,295733201
52385601,296090029
52385601,296229043
52385601,299624303
52385601,302115905
52385601,302665662
52385601,303458923
52385601,309031070
52385601,309622226
52385601,309705164
52385601,310542204
52385601,312561494
52385601,314879400
52385601,315030101
52385601,320148066
52385601,320732718
52385601,320791781
52385601,321756344
52385601,322116716
52385601,322198321
52385601,323752050
52385601,325626930
52385601,327031705
52385601,330422773
52385601,334356827
52385601,335861660
52385601,337851073
52385601,338359151
52385601,340336990
52385601,342319956
52385601,343894897
52385601,346365090
52385601,351394510
52385601,351985670
52385601,352467659
52385601,356221728
52385601,356600071
52385601,356739486
52385601,365262160
52385601,366718575
52385601,368287269
52385601,368908481
52385601,369780181
52385601,374221813
52385601,374508547
52385601,375365461
52385601,375779543
52385601,376759344
52385601,376896902
52385601,378244872
52385601,378886931
52385601,379546548
52385601,380722363
52385601,383433245
52385601,387142093
52385601,387578427
52385601,387597538
52385601,387731302
52385601,388177280
52385601,388454760
52385601,391355884
52385601,395382101
52385601,397893342
52385601,398701514
52385601,403341928
52385601,403862380
52385601,406703907
52385601,409107666
52385601,409319187
52385601,409331909
52385601,410018689
52385601,411111252
52385601,417900629
52385601,418893135
52385601,420182395
52385601,429625453
52385601,430341401
52385601,430377365
52385601,435135250
52385601,437219804
52385601,445203929
52385601,448555754
52385601,452284365
52385601,454022098
52385601,454349253
52385601,455547747
52385601,457167343
52385601,458710924
52385601,460271124
52385601,461867115
52385601,464948520
52385601,469463781
52385601,470008535
52385601,472718125
52385601,473510947
52385601,474989943
52385601,486087912
52385601,490148525
52385601,492253526
52385601,492855459
52385601,493753343
52385601,496127552
52385601,497271483
52385601,502313149
52385601,503094503
52385601,504595421
52385601,508037392
52385601,513046524
52385601,513197819
52385601,516768424
52385601,517578468
52385601,519479863
52385601,522494199
52385601,524705541
52385601,525309508
52385601,526400148
52385601,527876428
52385601,530785583
52385601,537579215
52385601,537751000
52385601,539461045
52385601,540558845
52385601,541204570
52385601,543630124
52385601,544082050
52385601,545325088
52385601,545859692
52385601,552425127
52385601,553057775
52385601,553411887
52385601,555756507
52385601,561786647
52385601,562095655
52385601,562253210
52385601,563083805
52385601,564669488
52385601,565289851
52385601,568219398
52385601,570300363
52385601,572293260
52385601,572441582
52385601,578170303
52385601,582118018
52385601,584900399
52385601,585518854
52385601,585836873
52385601,589868017
52385601,590220875
52385601,591477318
52385601,594512248
52385601,596549952
52385601,596742764
52385601,597826500
52385601,599819318
52385601,601553167
52385601,602436520
52385601,604753571
52385601,605014395
52385601,605592717
52385601,606861018
52385601,607612677
52385601,610832689
52385601,612126272
52385601,614484368
52385601,616651677
52385601,618653035
52385601,620470484
52385601,621382397
52385601,623340596
52385601,623767679
52385601,624109586
52385601,628059504
52385601,629184525
52385601,631777166
52385601,634734607
52385601,641360535
52385601,643192547
52385601,644522753
52385601,644758120
52385601,646669902
52385601,646876456
52385601,647562506
52385601,647579963
52385601,658448768
52385601,660393656
52385601,661788688
52385601,662389803
52385601,662961518
52385601,662965207
52385601,663061594
52385601,663903297
52385601,664478809
52385601,668675872
52385601,670998730
52385601,672638795
52385601,674929917
52385601,684480990
52385601,696761390
52385601,697520586
52385601,698731849
52385601,700204719
52385601,704974995
52385601,710926149
52385601,713981612
52385601,714569123
52385601,721043013
52385601,732788021
52385601,733513438
52385601,738870785
52385601,739054676
52385601,739415433
52385601,741375818
52385601,747788502
52385601,751095411
52385601,751257705
52385601,751511129
52385601,756074550
52385601,757049274
52385601,760410531
52385601,771860632
52385601,775820468
52385601,796755170
52385601,802527671
52385601,807265743
53382451,233552
53382451,239201
53382451,251368
53382451,279731
53382451,457598
53382451,608290
53382451,888481
53382451,1198322
53382451,1270373
53382451,1390669
53382451,1498761
53382451,1584043
53382451,1617476
53382451,1664249
53382451,1808251
53382451,1891302
53382451,1986201
53382451,1994683
53382451,2117691
53382451,2129560
53382451,2789939
53382451,2844988
53382451,2877494
53382451,2896837
53382451,3056522
53382451,3103470
53382451,3465679
53382451,3572300
53382451,3667342
53382451,3740182
53382451,3819081
53382451,4063750
53382451,4436610
53382451,4842845
53382451,5139535
53382451,6368038
53382451,6686571
53382451,7171336
53382451,7310699
53382451,7745405
53382451,8195789
53382451,8456600
53382451,10094320
53382451,10662705
53382451,11141423
53382451,11480151
53382451,12185984
53382451,12596501
53382451,13723142
53382451,14539895
53382451,15331368
53382451,17060392
53382451,18056077
53382451,18305156
53382451,18318195
53382451,18722974
53382451,18830665
53382451,19491296
53382451,20406758
53382451,20427981
53382451,22263605
53382451,22518288
53382451,24365520
53382451,24398210
53382451,29211222
53382451,30256997
53382451,30272284
53382451,33110541
53382451,34328248
53382451,34702308
53382451,34858765
53382451,35066302
53382451,36408075
53382451,36641460
53382451,39836576
53382451,42420952
53382451,48099880
53382451,51096719
53382451,52187652
53382451,53611027
53382451,54523091
53382451,54609928
53382451,56759555
53382451,56775508
53382451,57731154
53382451,59752147
53382451,62778523
53382451,63244818
53382451,65202997
53382451,66106266
53382451,69680967
53382451,72253895
53382451,73674860
53382451,73822193
53382451,78790634
53382451,83975453
53382451,85272426
53382451,87013098
53382451,89489777
53382451,90927263
53382451,95178399
53382451,98752887
53382451,98979486
53382451,107521195
53382451,109486860
53382451,110663203
53382451,114120070
53382451,119877828
53382451,120587636
53382451,129037379
53382451,135922538
53382451,154225863
53382451,155818423
53382451,157866802
53382451,161995786
53382451,163524159
53382451,165995826
53382451,168649171
53382451,175036379
53382451,176040443
53382451,176095579
53382451,176893741
53382451,176938547
53382451,187252121
53382451,190797455
53382451,206791178
53382451,208688776
53382451,209760890
53382451,215275533
53382451,216503878
53382451,220731199
53382451,222813964
53382451,226904035
53382451,231189026
53382451,237237054
53382451,237643905
53382451,241818830
53382451,246348382
53382451,248148339
53382451,256427669
53382451,265340218
53382451,265731806
53382451,270466406
53382451,270633172
53382451,271728370
53382451,273353947
53382451,273535120
53382451,276812180
53382451,280242531
53382451,301068812
53382451,306971747
53382451,320815269
53382451,324931568
53382451,328845153
53382451,330341784
53382451,344938109
53382451,346224319
53382451,358095573
53382451,365779662
53382451,378869858
53382451,380705192
53382451,382273901
53382451,398404515
53382451,401923334
53382451,404209127
53382451,404515631
53382451,417072049
53382451,425345662
53382451,427707547
53382451,435443384
53382451,447673573
53382451,450265527
53382451,450661396
53382451,474624513
53382451,490778820
53382451,495702239
53382451,510044590
53382451,515756089
53382451,522306682
53382451,523969899
53382451,526400148
53382451,533195172
53382451,536284434
53382451,539347669
53382451,546393528
53382451,573530774
53382451,577956987
53382451,588171070
53382451,594100553
53382451,596586294
53382451,615564983
53382451,657938179
53382451,663603366
53382451,668873562
53382451,670024931
53382451,674585022
53382451,675588720
53382451,701392759
53382451,704827833
53382451,705420577
53382451,707915187
53382451,708200354
53382451,708611792
53382451,710326799
53382451,710351120
53382451,711377718
53382451,717769221
53382451,747273385
53382451,756285921
53382451,758459704
53382451,767845821
53382451,782018157
53382451,793870361
53382451,795639486
53382451,809071139
56775508,1798712
56775508,2315174
56775508,6808119
56775508,7618071
56775508,11898628
56775508,14576200
56775508,14950552
56775508,15384926
56775508,19615415
56775508,27313096
56775508,31234983
56775508,33771432
56775508,34433890
56775508,35503068
56775508,38891171
56775508,39952669
56775508,40680902
56775508,41808852
56775508,44051595
56775508,44467823
56775508,44771749
56775508,53382451
56775508,53849292
56775508,56079747
56775508,59789189
56775508,63800935
56775508,64036785
56775508,64326245
56775508,66295450
56775508,66450253
56775508,68753444
56775508,77844621
56775508,78108044
56775508,78330165
56775508,81825001
56775508,85982709
56775508,86228769
56775508,87367703
56775508,88666015
56775508,95087414
56775508,96115960
56775508,97577806
56775508,98011647
56775508,99445863
56775508,103168522
56775508,103259137
56775508,103334401
56775508,104144449
56775508,104228738
56775508,105051893
56775508,105620894
56775508,109585464
56775508,110389261
56775508,115957213
56775508,123031673
56775508,124333928
56775508,132993000
56775508,138025609
56775508,138550368
56775508,139117600
56775508,139855536
56775508,140477571
56775508,140745029
56775508,142360063
56775508,143381974
56775508,144414410
56775508,144846444
56775508,146682693
56775508,147012851
56775508,149154729
56775508,150498225
56775508,152284410
56775508,152843230
56775508,153650015
56775508,155050477
56775508,155693594
56775508,157272571
56775508,157905254
56775508,157912598
56775508,158247193
56775508,158663567
56775508,159566255
56775508,159587261
56775508,160241021
56775508,163658081
56775508,163682306
56775508,164339044
56775508,166295277
56775508,166409578
56775508,166470642
56775508,169576366
56775508,169683030
56775508,169953205
56775508,171344684
56775508,171407411
56775508,172093166
56775508,172298485
56775508,175364791
56775508,175410968
56775508,181241504
56775508,181347149
56775508,181474464
56775508,182315559
56775508,182741476
56775508,185306890
56775508,185599789
56775508,186632947
56775508,186755480
56775508,188321301
56775508,190415726
56775508,193925893
56775508,194878816
56775508,194913049
56775508,195358419
56775508,196739430
56775508,196808417
56775508,197566873
56775508,197704086
56775508,198007942
56775508,199387721
56775508,203814265
56775508,208248677
56775508,209168565
56775508,211255540
56775508,212905112
56775508,213510117
56775508,217949385
56775508,221453664
56775508,222346246
56775508,222533465
56775508,222671886
56775508,223574661
56775508,226305471
56775508,227681104
56775508,228100048
56775508,229626830
56775508,229797931
56775508,233956884
56775508,234154652
56775508,236520152
56775508,238748156
56775508,239681087
56775508,240119434
56775508,251938280
56775508,252119709
56775508,252757781
56775508,255843195
56775508,256804252
56775508,261586192
56775508,262325936
56775508,265841454
56775508,279202401
56775508,281233110
56775508,281839651
56775508,287233278
56775508,288491155
56775508,293418672
56775508,296098157
56775508,306726901
56775508,309046831
56775508,326343689
56775508,326524019
56775508,327011340
56775508,330235250
56775508,330757124
56775508,333107165
56775508,335329165
56775508,347836636
56775508,357932326
56775508,363795185
56775508,369843964
56775508,376765167
56775508,377298692
56775508,380887122
56775508,381385676
56775508,386449511
56775508,387420733
56775508,394339856
56775508,404711566
56775508,405856171
56775508,406775732
56775508,422306448
56775508,428022283
56775508,428636042
56775508,430215236
56775508,433416696
56775508,436329982
56775508,441552603
56775508,445362329
56775508,461031925
56775508,463736402
56775508,469464122
56775508,471783094
56775508,472502881
56775508,473172108
56775508,478248656
56775508,478532753
56775508,498415471
56775508,499852753
56775508,512263687
56775508,522306682
56775508,523310807
56775508,526400148
56775508,537896536
56775508,545006837
56775508,563951773
56775508,574571821
56775508,652934155
56775508,693235124
56775508,708731988
56775508,754015678
61211387,482998
61211387,806529
61211387,1765826
61211387,2362317
61211387,3433459
61211387,9559797
61211387,11280008
61211387,11756194
61211387,19077183
61211387,20819191
61211387,22322040
61211387,22586760
61211387,23846627
61211387,25314410
61211387,25360530
61211387,28452190
61211387,29888753
61211387,32864389
61211387,34384729
61211387,36820081
61211387,39044886
61211387,39956164
61211387,40772447
61211387,42850148
61211387,43480893
61211387,46601485
61211387,48433763
61211387,54258270
61211387,54959736
61211387,55508420
61211387,55529669
61211387,55939258
61211387,56908906
61211387,57564194
61211387,59121843
61211387,59230902
61211387,59960962
61211387,60389438
61211387,61259723
61211387,65140777
61211387,65893943
61211387,67786191
61211387,69612498
61211387,70744346
61211387,70986429
61211387,71120803
61211387,73348202
61211387,74436162
61211387,75319376
61211387,76260044
61211387,77825264
61211387,78946142
61211387,80559187
61211387,84568932
61211387,84802055
61211387,84810026
61211387,85665359
61211387,87628426
61211387,89344104
61211387,91111546
61211387,91224186
61211387,91443801
61211387,91957797
61211387,94362088
61211387,94495059
61211387,96616543
61211387,97091122
61211387,99477324
61211387,100620095
61211387,102784293
61211387,103327483
61211387,103611859
61211387,103851141
61211387,103943872
61211387,104879099
61211387,105525095
61211387,107680338
61211387,109737161
61211387,110722123
61211387,111269030
61211387,114512743
61211387,115152241
61211387,115284098
61211387,115538045
61211387,118150345
61211387,118303930
61211387,119915269
61211387,121125853
61211387,121350522
61211387,121384371
61211387,121448187
61211387,122083089
61211387,124276128
61211387,124547262
61211387,125371109
61211387,126994925
61211387,128066211
61211387,129699133
61211387,131804056
61211387,133133812
61211387,133267772
61211387,133347874
61211387,133816454
61211387,133863033
61211387,133969992
61211387,134152178
61211387,134254130
61211387,134586107
61211387,134803498
61211387,136123705
61211387,136227680
61211387,138094076
61211387,138368009
61211387,139188569
61211387,139536473
61211387,140224841
61211387,140530367
61211387,140562969
61211387,140624155
61211387,141535971
61211387,142251438
61211387,142780132
61211387,143198585
61211387,143290228
61211387,144255762
61211387,144459677
61211387,144643808
61211387,144842351
61211387,145270201
61211387,145680173
61211387,145956220
61211387,146175054
61211387,146200894
61211387,147227213
61211387,147285442
61211387,147500459
61211387,147834071
61211387,147913583
61211387,150315232
61211387,150504303
61211387,151143229
61211387,151298168
61211387,151323668
61211387,151377727
61211387,152378021
61211387,153673796
61211387,154025137
61211387,154134558
61211387,154361297
61211387,155201987
61211387,155259772
61211387,155260475
61211387,155519600
61211387,155552726
61211387,155710478
61211387,157611952
61211387,157626642
61211387,157874044
61211387,157972418
61211387,158890426
61211387,159251955
61211387,160772826
61211387,161792058
61211387,162602917
61211387,163023906
61211387,163272540
61211387,164309423
61211387,164798096
61211387,165481926
61211387,165534482
61211387,165615284
61211387,167294195
61211387,167963730
61211387,168758103
61211387,169124725
61211387,169998885
61211387,171898448
61211387,172032916
61211387,172471202
61211387,172581234
61211387,173592207
61211387,173754160
61211387,174356806
61211387,174389729
61211387,174532565
61211387,175048971
61211387,176185790
61211387,176404938
61211387,178099645
61211387,179309655
61211387,181232763
61211387,183415578
61211387,185791467
61211387,186774290
61211387,186890724
61211387,187016548
61211387,187635822
61211387,190070533
61211387,190267458
61211387,191387795
61211387,192684958
61211387,194205466
61211387,194234357
61211387,194808300
61211387,195042338
61211387,195313748
61211387,197769480
61211387,199877276
61211387,200573953
61211387,201375511
61211387,202276260
61211387,202312700
61211387,202809072
61211387,203309613
61211387,205548294
61211387,207386455
61211387,210147407
61211387,211028346
61211387,211786827
61211387,212849885
61211387,212877198
61211387,213498411
61211387,216897585
61211387,218088970
61211387,219274721
61211387,223125479
61211387,227199112
61211387,229848311
61211387,229957481
61211387,230479932
61211387,231426790
61211387,231887852
61211387,232643557
61211387,232833380
61211387,234313419
61211387,234498140
61211387,234534162
61211387,234974044
61211387,235580862
61211387,235632771
61211387,236150402
61211387,238935693
61211387,249291772
61211387,250377509
61211387,250730621
61211387,251614946
61211387,255412188
61211387,256300588
61211387,256433129
61211387,258872888
61211387,259272842
61211387,262295608
61211387,263514532
61211387,265538178
61211387,266385489
61211387,278272246
61211387,281670389
61211387,283327661
61211387,287105028
61211387,288273814
61211387,291695858
61211387,295129931
61211387,295765756
61211387,304607700
61211387,305191344
61211387,306414169
61211387,307179602
61211387,311310543
61211387,313998136
61211387,324991514
61211387,325585148
61211387,331494516
61211387,332257890
61211387,336771977
61211387,341111941
61211387,343802906
61211387,352870321
61211387,356555658
61211387,362135807
61211387,362788147
61211387,364008178
61211387,370969798
61211387,371501771
61211387,371770202
61211387,372281196
61211387,374227915
61211387,377971828
61211387,378636552
61211387,380677184
61211387,381063648
61211387,390088387
61211387,390378615
61211387,399366505
61211387,401935944
61211387,402046001
61211387,403660554
61211387,404363005
61211387,407635378
61211387,408123439
61211387,410327764
61211387,414237770
61211387,415621479
61211387,418976964
61211387,424596610
61211387,426634117
61211387,430253492
61211387,430339103
61211387,431548840
61211387,437866106
61211387,468272727
61211387,468963867
61211387,470612554
61211387,484042155
61211387,486744357
61211387,504692685
61211387,506525298
61211387,509829950
61211387,526400148
61211387,534500094
61211387,542353599
61211387,552155646
61211387,556162643
61211387,561619888
61211387,562192851
61211387,569463237
61211387,570368161
61211387,573065593
61211387,579059214
61211387,598159330
61211387,628157083
61211387,669590581
80831865,569213
80831865,3379241
80831865,3614257
80831865,5711025
80831865,7864492
80831865,16423423
80831865,20894077
80831865,23202077
80831865,24935689
80831865,30580968
80831865,32142503
80831865,33391697
80831865,37552497
80831865,38227421
80831865,42657422
80831865,49730780
80831865,50513955
80831865,53889641
80831865,53907764
80831865,58043923
80831865,58761907
80831865,65386202
80831865,67370742
80831865,68181545
80831865,71948117
80831865,74457017
80831865,79886846
80831865,88562373
80831865,90736866
80831865,96368490
80831865,97014065
80831865,99881458
80831865,106617835
80831865,112446324
80831865,113759521
80831865,117501339
80831865,125473045
80831865,126317312
80831865,128943086
80831865,131888544
80831865,132207354
80831865,134100369
80831865,134146316
80831865,136057631
80831865,136808689
80831865,139388251
80831865,143514566
80831865,146815833
80831865,151953550
80831865,154913233
80831865,155344999
80831865,156446767
80831865,157413053
80831865,160519660
80831865,162262668
80831865,169404656
80831865,174179295
80831865,182791585
80831865,195795852
80831865,211979640
